"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"223","kujawsko-pomorskie","inowrocławski","Kruszwica (m-w)","11999","13.42","19012","12211","11999","882","2879","3868","2172","2172"
"224","kujawsko-pomorskie","inowrocławski","Pakość (m-w)","5754","14.55","9697","5866","5754","420","1386","1878","1048","1048"
"225","kujawsko-pomorskie","inowrocławski","Rojewo (w)","2816","19.06","4723","2873","2816","232","784","905","496","496"
"226","kujawsko-pomorskie","inowrocławski","Złotniki Kujawskie (w)","5348","12.4","9175","5446","5348","386","1340","1856","959","959"
"227","kujawsko-pomorskie","lipnowski","Bobrowniki (w)","1629","13.42","3093","1673","1629","105","461","575","263","263"
"228","kujawsko-pomorskie","lipnowski","Chrostkowo (w)","1644","14.49","2851","1694","1644","146","456","516","268","268"
"229","kujawsko-pomorskie","lipnowski","Dobrzyń nad Wisłą (m-w)","4006","16.26","7505","4086","4006","282","1010","1284","775","775"
"230","kujawsko-pomorskie","lipnowski","Kikół (w)","3698","15.84","7050","3867","3698","304","990","1252","640","640"
"231","kujawsko-pomorskie","lipnowski","Lipno (m)","8484","13.09","14283","8751","8484","620","2059","2769","1669","1669"
"232","kujawsko-pomorskie","lipnowski","Lipno (w)","5710","13.58","11830","5892","5710","426","1599","2000","914","914"
"233","kujawsko-pomorskie","lipnowski","Skępe (m-w)","3681","12.09","7470","3826","3681","243","945","1223","733","733"
"234","kujawsko-pomorskie","lipnowski","Tłuchowo (w)","2237","13.29","4656","2306","2237","161","617","756","385","385"
"235","kujawsko-pomorskie","lipnowski","Wielgie (w)","3404","13.99","6712","3485","3404","258","959","1108","593","593"
"236","kujawsko-pomorskie","mogileński","Dąbrowa (w)","2449","17.3","4607","2527","2449","170","642","824","442","442"
"237","kujawsko-pomorskie","mogileński","Jeziora Wielkie (w)","2850","16.06","4833","2910","2850","190","737","895","550","550"
"238","kujawsko-pomorskie","mogileński","Mogilno (m-w)","13557","14.14","24518","13892","13557","750","3361","4297","2626","2626"
"239","kujawsko-pomorskie","mogileński","Strzelno (m-w)","6369","14.4","11524","6553","6369","409","1631","2062","1198","1198"
"240","kujawsko-pomorskie","nakielski","Kcynia (m-w)","7334","12.73","13204","7502","7334","569","1916","2287","1323","1323"
"241","kujawsko-pomorskie","nakielski","Mrocza (m-w)","5026","12.46","9193","5113","5026","384","1324","1639","910","910"
"242","kujawsko-pomorskie","nakielski","Nakło nad Notecią (m-w)","18599","12.03","31552","19010","18599","1387","4513","5975","3428","3428"
"243","kujawsko-pomorskie","nakielski","Sadki (w)","4139","14.81","7253","4240","4139","343","1127","1367","717","717"
"244","kujawsko-pomorskie","nakielski","Szubin (m-w)","14598","12.63","24917","14949","14598","1135","3834","4806","2508","2508"
"245","kujawsko-pomorskie","radziejowski","Bytoń (w)","2211","17.94","3411","2241","2211","157","551","686","385","385"
"246","kujawsko-pomorskie","radziejowski","Dobre (w)","3189","13.63","5296","3254","3189","183","793","987","643","643"
"247","kujawsko-pomorskie","radziejowski","Osięciny (w)","4500","14.26","7529","4572","4500","296","1128","1493","741","741"
"248","kujawsko-pomorskie","radziejowski","Piotrków Kujawski (m-w)","5624","15.35","9192","5709","5624","405","1477","1745","1001","1001"
"249","kujawsko-pomorskie","radziejowski","Radziejów (m)","3862","12.66","5499","3923","3862","335","865","1165","754","754"
"250","kujawsko-pomorskie","radziejowski","Radziejów (w)","2600","12.61","4360","2658","2600","172","668","912","443","443"
"251","kujawsko-pomorskie","radziejowski","Topólka (w)","2773","16.17","4738","2836","2773","198","722","872","520","520"
"252","kujawsko-pomorskie","rypiński","Brzuze (w)","2816","13.74","5284","2879","2816","191","764","840","543","543"
"253","kujawsko-pomorskie","rypiński","Rogowo (w)","2634","13.08","4770","2684","2634","201","734","778","504","504"
"254","kujawsko-pomorskie","rypiński","Rypin (m)","9996","12.29","15999","10174","9996","723","2377","3040","2014","2014"
"255","kujawsko-pomorskie","rypiński","Rypin (w)","3856","13.3","7533","3932","3856","324","1006","1300","639","639"
"256","kujawsko-pomorskie","rypiński","Skrwilno (w)","3214","15.81","5851","3264","3214","245","781","1004","572","572"
"257","kujawsko-pomorskie","rypiński","Wąpielsk (w)","2135","15.05","3953","2164","2135","181","596","633","362","362"
"258","kujawsko-pomorskie","sępoleński","Kamień Krajeński (m-w)","3779","13.01","6834","3861","3779","270","1058","1141","720","720"
"259","kujawsko-pomorskie","sępoleński","Sępólno Krajeńskie (m-w)","9861","13.8","15761","10021","9861","754","2579","3100","1681","1681"
"260","kujawsko-pomorskie","sępoleński","Sośno (w)","2588","12.66","4922","2640","2588","189","680","785","514","514"
"261","kujawsko-pomorskie","sępoleński","Więcbork (m-w)","7499","11.98","13309","7628","7499","537","1882","2292","1345","1345"
"262","kujawsko-pomorskie","świecki","Bukowiec (w)","2827","14.54","5130","2868","2827","206","746","889","557","557"
"263","kujawsko-pomorskie","świecki","Dragacz (w)","3948","15.59","7190","4037","3948","310","994","1252","769","769"
"264","kujawsko-pomorskie","świecki","Drzycim (w)","2669","18.31","4889","2732","2669","225","688","921","454","454"
"265","kujawsko-pomorskie","świecki","Jeżewo (w)","4242","15.53","8055","4336","4242","332","1059","1358","848","848"
"266","kujawsko-pomorskie","świecki","Lniano (w)","2324","13.61","4312","2357","2324","208","608","727","415","415"
"267","kujawsko-pomorskie","świecki","Nowe (m-w)","5453","16.48","10103","5556","5453","416","1276","1699","1006","1006"
"268","kujawsko-pomorskie","świecki","Osie (w)","3163","15.64","5511","3228","3163","247","877","1025","552","552"
"269","kujawsko-pomorskie","świecki","Pruszcz (w)","5605","12.7","9558","5745","5605","408","1501","1758","1001","1001"
"270","kujawsko-pomorskie","świecki","Świecie (m-w)","20262","14.31","33851","20740","20262","1468","4859","6402","3740","3740"
"271","kujawsko-pomorskie","świecki","Świekatowo (w)","2005","16.76","3640","2026","2005","129","553","676","325","325"
"272","kujawsko-pomorskie","świecki","Warlubie (w)","3229","16.03","6464","3291","3229","268","780","1087","606","606"
"273","kujawsko-pomorskie","Toruń","Toruń (m)","128904","11.24","198613","131519","128904","8787","32560","38294","21992","21992"
"274","kujawsko-pomorskie","toruński","Chełmża (m)","8542","12.45","14362","8712","8542","623","2117","2768","1579","1579"
"275","kujawsko-pomorskie","toruński","Chełmża (w)","5290","12.25","9811","5366","5290","432","1374","1721","933","933"
"276","kujawsko-pomorskie","toruński","Czernikowo (w)","4928","15.17","9026","5027","4928","407","1371","1696","781","781"
"277","kujawsko-pomorskie","toruński","Lubicz (w)","12181","11.79","20389","12444","12181","1098","3158","4424","1920","1920"
"278","kujawsko-pomorskie","toruński","Łubianka (w)","4227","12.95","7438","4330","4227","387","1204","1439","636","636"
"279","kujawsko-pomorskie","toruński","Łysomice (w)","6130","13.06","10287","6254","6130","548","1632","2220","950","950"
"280","kujawsko-pomorskie","toruński","Obrowo (w)","10197","13.03","18299","10438","10197","937","2800","3857","1471","1471"
"281","kujawsko-pomorskie","toruński","Wielka Nieszawka (w)","3206","14.1","5278","3278","3206","303","764","1153","474","474"
"282","kujawsko-pomorskie","toruński","Zławieś Wielka (w)","8865","13.64","14675","9090","8865","866","2329","3221","1345","1345"
"283","kujawsko-pomorskie","tucholski","Cekcyn (w)","3630","14.27","6901","3688","3630","264","974","1120","715","715"
"284","kujawsko-pomorskie","tucholski","Gostycyn (w)","2712","14.14","5199","2769","2712","190","694","849","512","512"
"285","kujawsko-pomorskie","tucholski","Kęsowo (w)","2269","11.26","4468","2317","2269","149","616","663","485","485"
"286","kujawsko-pomorskie","tucholski","Lubiewo (w)","3123","14.03","6008","3173","3123","226","773","1001","559","559"
"287","kujawsko-pomorskie","tucholski","Śliwice (w)","3212","17.39","5595","3251","3212","272","868","1033","560","560"
"288","kujawsko-pomorskie","tucholski","Tuchola (m-w)","11585","12.05","20151","11834","11585","785","2745","3563","2203","2203"
"289","kujawsko-pomorskie","wąbrzeski","Dębowa Łąka (w)","1598","15.54","3154","1637","1598","118","415","569","237","237"
"290","kujawsko-pomorskie","wąbrzeski","Książki (w)","2311","18.45","4141","2361","2311","172","581","711","439","439"
"291","kujawsko-pomorskie","wąbrzeski","Płużnica (w)","2674","19.3","4771","2726","2674","206","682","830","494","494"
"292","kujawsko-pomorskie","wąbrzeski","Ryńsk (w)","4474","14.88","8574","4572","4474","332","1229","1434","799","799"
"293","kujawsko-pomorskie","wąbrzeski","Wąbrzeźno (m)","8245","13.49","13400","8406","8245","548","1855","2654","1535","1535"
"294","kujawsko-pomorskie","Włocławek","Włocławek (m)","62453","10.85","108561","63610","62453","3604","12779","19598","12263","12263"
"295","kujawsko-pomorskie","włocławski","Baruchowo (w)","1980","12.68","3407","2004","1980","162","427","671","341","341"
"296","kujawsko-pomorskie","włocławski","Boniewo (w)","1916","10.04","3346","1954","1916","137","521","611","290","290"
"297","kujawsko-pomorskie","włocławski","Brześć Kujawski (m-w)","6226","11.53","11352","6349","6226","410","1547","2157","1111","1111"
"298","kujawsko-pomorskie","włocławski","Choceń (w)","4358","13.24","7910","4443","4358","285","1109","1408","816","816"
"299","kujawsko-pomorskie","włocławski","Chodecz (m-w)","3108","12.29","5972","3161","3108","153","773","1006","609","609"
"300","kujawsko-pomorskie","włocławski","Fabianki (w)","5430","11.52","10178","5530","5430","374","1318","2018","982","982"
"301","kujawsko-pomorskie","włocławski","Izbica Kujawska (m-w)","4185","13.67","7650","4260","4185","302","1084","1342","761","761"
"302","kujawsko-pomorskie","włocławski","Kowal (m)","2180","10.87","3468","2221","2180","131","526","732","421","421"
"303","kujawsko-pomorskie","włocławski","Kowal (w)","2176","10.78","3897","2205","2176","140","558","674","417","417"
"304","kujawsko-pomorskie","włocławski","Lubanie (w)","2411","12.62","4550","2457","2411","135","622","815","412","412"
"305","kujawsko-pomorskie","włocławski","Lubień Kujawski (m-w)","4016","13.78","7233","4080","4016","270","932","1309","715","715"
"306","kujawsko-pomorskie","włocławski","Lubraniec (m-w)","5613","13.4","9318","5724","5613","382","1382","1735","996","996"
"307","kujawsko-pomorskie","włocławski","Włocławek (w)","3967","12.4","7365","4044","3967","263","991","1401","742","742"
"308","kujawsko-pomorskie","żniński","Barcin (m-w)","8394","11.09","14720","8555","8394","558","1983","2731","1553","1553"
"309","kujawsko-pomorskie","żniński","Gąsawa (w)","3035","16.13","5215","3093","3035","205","819","925","578","578"
"310","kujawsko-pomorskie","żniński","Janowiec Wielkopolski (m-w)","4939","14.26","8883","5055","4939","310","1209","1487","995","995"
"311","kujawsko-pomorskie","żniński","Łabiszyn (m-w)","5526","11.66","10343","5622","5526","381","1458","1810","987","987"
"312","kujawsko-pomorskie","żniński","Rogowo (w)","4125","17.72","6802","4214","4125","309","1049","1282","785","785"
"313","kujawsko-pomorskie","żniński","Żnin (m-w)","13898","12.19","23923","14220","13898","914","3430","4362","2616","2616"
"314","lubelskie","bialski","Biała Podlaska (w)","6531","12.82","14542","6674","6531","434","1907","2415","979","979"
"315","lubelskie","bialski","Drelów (w)","2088","11.67","5271","2135","2088","107","524","642","383","383"
"316","lubelskie","bialski","Janów Podlaski (w)","2678","14.21","5257","2727","2678","189","645","813","561","561"
"317","lubelskie","bialski","Kodeń (w)","1774","12.88","3432","1801","1774","104","416","526","376","376"
"318","lubelskie","bialski","Konstantynów (w)","1891","12.56","4060","1940","1891","104","530","598","357","357"
"319","lubelskie","bialski","Leśna Podlaska (w)","2246","17.12","4246","2295","2246","110","613","776","405","405"
"320","lubelskie","bialski","Łomazy (w)","2383","13.96","4878","2426","2383","157","619","761","361","361"
"321","lubelskie","bialski","Międzyrzec Podlaski (m)","8502","12.86","16667","8631","8502","449","2020","2736","1687","1687"
"322","lubelskie","bialski","Międzyrzec Podlaski (w)","3829","11.78","10426","3899","3829","231","1055","1354","634","634"
"323","lubelskie","bialski","Piszczac (w)","3366","12.48","7141","3421","3366","220","868","1119","563","563"
"324","lubelskie","bialski","Rokitno (w)","1283","12.44","2933","1299","1283","81","312","419","232","232"
"325","lubelskie","bialski","Rossosz (w)","1029","11.82","2192","1050","1029","47","274","332","171","171"
"326","lubelskie","bialski","Sławatycze (w)","1093","11.8","2263","1116","1093","55","286","305","209","209"
"327","lubelskie","bialski","Sosnówka (w)","1153","11.54","2392","1174","1153","54","276","315","232","232"
"328","lubelskie","bialski","Terespol (m)","3257","14.82","5457","3307","3257","197","784","1067","615","615"
"329","lubelskie","bialski","Terespol (w)","3309","12.68","6594","3347","3309","218","790","1100","585","585"
"330","lubelskie","bialski","Tuczna (w)","1239","10.07","2958","1262","1239","61","274","361","227","227"
"331","lubelskie","bialski","Wisznice (w)","2385","12.48","4871","2434","2385","153","577","731","461","461"
"332","lubelskie","bialski","Zalesie (w)","1969","13.18","4378","2019","1969","97","518","678","343","343"
"333","lubelskie","Biała Podlaska","Biała Podlaska (m)","30822","12.73","56942","31443","30822","1739","7865","9655","6275","6275"
"334","lubelskie","biłgorajski","Aleksandrów (w)","1251","11.26","3269","1282","1251","37","329","454","214","214"
"335","lubelskie","biłgorajski","Biłgoraj (m)","12537","10.27","26114","12795","12537","671","2771","3940","2502","2502"
"336","lubelskie","biłgorajski","Biłgoraj (w)","5055","10.34","13381","5159","5055","257","1328","1770","992","992"
"337","lubelskie","biłgorajski","Biszcza (w)","1653","8.99","3717","1674","1653","74","397","492","352","352"
"338","lubelskie","biłgorajski","Frampol (m-w)","2693","12.15","6059","2740","2693","143","630","828","485","485"
"339","lubelskie","biłgorajski","Goraj (m-w)","1529","10.47","4041","1549","1529","59","348","479","272","272"
"340","lubelskie","biłgorajski","Józefów (m-w)","3019","11.59","6706","3097","3019","115","676","943","631","631"
"341","lubelskie","biłgorajski","Księżpol (w)","2472","8.88","6893","2527","2472","92","650","837","472","472"
"342","lubelskie","biłgorajski","Łukowa (w)","1980","12.77","4191","2012","1980","90","543","599","384","384"
"343","lubelskie","biłgorajski","Obsza (w)","1716","10.44","4214","1758","1716","82","434","545","321","321"
"344","lubelskie","biłgorajski","Potok Górny (w)","2236","10.67","5314","2282","2236","65","511","668","466","466"
"345","lubelskie","biłgorajski","Tarnogród (m-w)","3081","10.43","6616","3143","3081","124","759","925","636","636"
"346","lubelskie","biłgorajski","Tereszpol (w)","1317","10.24","3876","1347","1317","51","329","445","269","269"
"347","lubelskie","biłgorajski","Turobin (w)","2624","9.98","5942","2680","2624","76","552","771","522","522"
"348","lubelskie","Chełm","Chełm (m)","33571","11.49","61135","34318","33571","1713","7091","10602","7233","7233"
"349","lubelskie","chełmski","Białopole (w)","1415","13.68","2836","1447","1415","97","338","432","281","281"
"350","lubelskie","chełmski","Chełm (w)","6514","11.5","15099","6672","6514","388","1622","2431","1150","1150"
"351","lubelskie","chełmski","Dorohusk (w)","2720","11.83","6321","2781","2720","132","674","896","555","555"
"352","lubelskie","chełmski","Dubienka (w)","1206","13.12","2310","1227","1206","53","236","362","301","301"
"353","lubelskie","chełmski","Kamień (w)","1922","12.3","4162","1960","1922","104","474","702","348","348"
"354","lubelskie","chełmski","Leśniowice (w)","1736","11.79","3544","1787","1736","92","455","551","329","329"
"355","lubelskie","chełmski","Rejowiec (m-w)","2861","13.33","6295","2937","2861","174","683","947","551","551"
"356","lubelskie","chełmski","Rejowiec Fabryczny (m)","2299","13.1","4328","2376","2299","122","529","759","518","518"
"357","lubelskie","chełmski","Rejowiec Fabryczny (w)","1684","11.62","4210","1763","1684","101","405","586","338","338"
"358","lubelskie","chełmski","Ruda-Huta (w)","2021","12.34","4474","2063","2021","130","463","685","384","384"
"359","lubelskie","chełmski","Sawin (w)","2298","12.57","5417","2361","2298","129","567","758","464","464"
"360","lubelskie","chełmski","Siedliszcze (m-w)","2972","12.13","6768","3030","2972","183","714","971","594","594"
"361","lubelskie","chełmski","Wierzbica (w)","2328","12.52","5000","2371","2328","133","577","736","474","474"
"362","lubelskie","chełmski","Wojsławice (w)","1756","12.33","3716","1803","1756","81","435","525","359","359"
"363","lubelskie","chełmski","Żmudź (w)","1406","13.5","3022","1437","1406","65","398","456","271","271"
"364","lubelskie","hrubieszowski","Dołhobyczów (w)","2697","13.26","5265","2746","2697","137","563","809","607","607"
